timestamp,vtol_in_rw_mode,vtol_in_trans_mode,in_transition_to_fw,vtol_transition_failsafe,fw_permanent_stab
533336498,0,0,0,0,0
533535415,0,0,0,0,0
533734376,0,0,0,0,0
533933279,0,0,0,0,0
534132213,0,0,0,0,0
534331049,0,0,0,0,0
534530050,0,0,0,0,0
534733932,0,0,0,0,0
534932771,0,0,0,0,0
535131692,0,0,0,0,0
535330617,0,0,0,0,0
535534545,0,0,0,0,0
535733427,0,0,0,0,0
535932323,0,0,0,0,0
536136202,0,0,0,0,0
536335147,0,0,0,0,0
536534094,0,0,0,0,0
536732931,0,0,0,0,0
536931980,0,0,0,0,0
537130878,0,0,0,0,0
537329841,0,0,0,0,0
537533703,0,0,0,0,0
537732625,0,0,0,0,0
537931600,0,0,0,0,0
538135447,0,0,0,0,0
538334466,0,0,0,0,0
538533465,0,0,0,0,0
538732421,0,0,0,0,0
538936265,0,0,0,0,0
539135232,0,0,0,0,0
539333715,0,0,0,0,0
539533161,0,0,0,0,0
539731555,0,0,0,0,0
539930482,0,0,0,0,0
540129441,0,0,0,0,0
540333231,0,0,0,0,0
540532184,0,0,0,0,0
540731077,0,0,0,0,0
540935008,0,0,0,0,0
541133941,0,0,0,0,0
541332792,0,0,0,0,0
541531663,0,0,0,0,0
541735557,0,0,0,0,0
541934445,0,0,0,0,0
542133488,0,0,0,0,0
542332355,0,0,0,0,0
542531246,0,0,0,0,0
542730143,0,0,0,0,0
542929061,0,0,0,0,0
543132962,0,0,0,0,0
543331809,0,0,0,0,0
543530768,0,0,0,0,0
543734644,0,0,0,0,0
543933592,0,0,0,0,0
544132489,0,0,0,0,0
544331340,0,0,0,0,0
544530324,0,0,0,0,0
544734182,0,0,0,0,0
544933151,0,0,0,0,0
545131946,0,0,0,0,0
545330885,0,0,0,0,0
545529796,0,0,0,0,0
545728770,0,0,0,0,0
545932647,0,0,0,0,0
546131534,0,0,0,0,0
546335411,0,0,0,0,0
546534290,0,0,0,0,0
546733213,0,0,0,0,0
546932271,0,0,0,0,0
547131111,0,0,0,0,0
547334892,0,0,0,0,0
547533882,0,0,0,0,0
547732793,0,0,0,0,0
547931678,0,0,0,0,0
548130615,0,0,0,0,0
548329553,0,0,0,0,0
548533389,0,0,0,0,0
548732429,0,0,0,0,0
548931425,0,0,0,0,0
549135241,0,0,0,0,0
549334246,0,0,0,0,0
549533212,0,0,0,0,0
549732142,0,0,0,0,0
549931133,0,0,0,0,0
550135013,0,0,0,0,0
550333972,0,0,0,0,0
550532952,0,0,0,0,0
550731885,0,0,0,0,0
550930252,0,0,0,0,0
551134132,0,0,0,0,0
551333077,0,0,0,0,0
551531986,0,0,0,0,0
551735877,0,0,0,0,0
551934725,0,0,0,0,0
552133727,0,0,0,0,0
552332654,0,0,0,0,0
552531468,0,0,0,0,0
552730455,0,0,0,0,0
552934275,0,0,0,0,0
553133242,0,0,0,0,0
553332144,0,0,0,0,0
553531043,0,0,0,0,0
553730013,0,0,0,0,0
553933882,0,0,0,0,0
554132797,0,0,0,0,0
554331680,0,0,0,0,0
554535638,0,0,0,0,0
554734491,0,0,0,0,0
554933379,0,0,0,0,0
555132317,0,0,0,0,0
555331273,0,0,0,0,0
555530134,0,0,0,0,0
555733965,0,0,0,0,0
555932912,0,0,0,0,0
556131838,0,0,0,0,0
556330701,0,0,0,0,0
556534715,0,0,0,0,0
556733570,0,0,0,0,0
556932435,0,0,0,0,0
557136320,0,0,0,0,0
557335208,0,0,0,0,0
557534185,0,0,0,0,0
557733041,0,0,0,0,0
557931965,0,0,0,0,0
558130931,0,0,0,0,0
558329815,0,0,0,0,0
558528751,0,0,0,0,0
558732610,0,0,0,0,0
558931516,0,0,0,0,0
559130467,0,0,0,0,0
559334348,0,0,0,0,0
559533222,0,0,0,0,0
559732181,0,0,0,0,0
559936049,0,0,0,0,0
560135010,0,0,0,0,0
560333965,0,0,0,0,0
560533028,0,0,0,0,0
560731970,0,0,0,0,0
560930960,0,0,0,0,0
561129940,0,0,0,0,0
561333730,0,0,0,0,0
561532721,0,0,0,0,0
561731262,0,0,0,0,0
561930678,0,0,0,0,0
562134575,0,0,0,0,0
562333539,0,0,0,0,0
562531887,0,0,0,0,0
562736277,0,0,0,0,0
562934618,0,0,0,0,0
563133580,0,0,0,0,0
563332389,0,0,0,0,0
563531398,0,0,0,0,0
563730277,0,0,0,0,0
563929158,0,0,0,0,0
564133037,0,0,0,0,0
564331927,0,0,0,0,0
564530941,0,0,0,0,0
564734776,0,0,0,0,0
564933686,0,0,0,0,0
565132557,0,0,0,0,0
565331497,0,0,0,0,0
565530424,0,0,0,0,0
565734352,0,0,0,0,0
565933223,0,0,0,0,0
566132136,0,0,0,0,0
566331038,0,0,0,0,0
566529966,0,0,0,0,0
566728907,0,0,0,0,0
566932807,0,0,0,0,0
567131667,0,0,0,0,0
567335532,0,0,0,0,0
567534431,0,0,0,0,0
567733317,0,0,0,0,0
567932279,0,0,0,0,0
568131219,0,0,0,0,0
568335093,0,0,0,0,0
568533988,0,0,0,0,0
568732887,0,0,0,0,0
568931879,0,0,0,0,0
569130755,0,0,0,0,0
569329650,0,0,0,0,0
569533551,0,0,0,0,0
569732427,0,0,0,0,0
569931373,0,0,0,0,0
570135252,0,0,0,0,0
570334161,0,0,0,0,0
570533029,0,0,0,0,0
570732006,0,0,0,0,0
570930917,0,0,0,0,0
571134764,0,0,0,0,0
571333763,0,0,0,0,0
571532689,0,0,0,0,0
571731638,0,0,0,0,0
571930610,0,0,0,0,0
572129580,0,0,0,0,0
572333419,0,0,0,0,0
572532417,0,0,0,0,0
572731462,0,0,0,0,0
572935255,0,0,0,0,0
573134337,0,0,0,0,0
573333264,0,0,0,0,0
573531634,0,0,0,0,0
573730559,0,0,0,0,0
573934404,0,0,0,0,0
574133322,0,0,0,0,0
574332289,0,0,0,0,0
574531197,0,0,0,0,0
574730117,0,0,0,0,0
574933965,0,0,0,0,0
575132866,0,0,0,0,0
575331840,0,0,0,0,0
575535695,0,0,0,0,0
575734563,0,0,0,0,0
575933538,0,0,0,0,0
576132484,0,0,0,0,0
576331379,0,0,0,0,0
576530233,0,0,0,0,0
576734133,0,0,0,0,0
576933090,0,0,0,0,0
577131985,0,0,0,0,0
577330941,0,0,0,0,0
577529823,0,0,0,0,0
577733663,0,0,0,0,0
577932563,0,0,0,0,0
578136476,0,0,0,0,0
578335322,0,0,0,0,0
578534312,0,0,0,0,0
578733150,0,0,0,0,0
578932143,0,0,0,0,0
579131049,0,0,0,0,0
579329958,0,0,0,0,0
579533837,0,0,0,0,0
579732677,0,0,0,0,0
579931604,0,0,0,0,0
580130609,0,0,0,0,0
580334511,0,0,0,0,0
580533331,0,0,0,0,0
580732313,0,0,0,0,0
580936206,0,0,0,0,0
581135119,0,0,0,0,0
581334035,0,0,0,0,0
581532893,0,0,0,0,0
581731796,0,0,0,0,0
581930702,0,0,0,0,0
582129643,0,0,0,0,0
582333552,0,0,0,0,0
582532512,0,0,0,0,0
582731400,0,0,0,0,0
582930420,0,0,0,0,0
583134200,0,0,0,0,0
583333247,0,0,0,0,0
583532217,0,0,0,0,0
583736005,0,0,0,0,0
583935026,0,0,0,0,0
584134013,0,0,0,0,0
584333036,0,0,0,0,0
584531456,0,0,0,0,0
584730914,0,0,0,0,0
584929296,0,0,0,0,0
585133183,0,0,0,0,0
585332151,0,0,0,0,0
585531050,0,0,0,0,0
585734955,0,0,0,0,0
585933766,0,0,0,0,0
586132791,0,0,0,0,0
586331637,0,0,0,0,0
586535600,0,0,0,0,0
586734385,0,0,0,0,0
586933294,0,0,0,0,0
587132263,0,0,0,0,0
587331143,0,0,0,0,0
587530020,0,0,0,0,0
587729011,0,0,0,0,0
587932904,0,0,0,0,0
588131853,0,0,0,0,0
588330746,0,0,0,0,0
588534534,0,0,0,0,0
588733543,0,0,0,0,0
588932467,0,0,0,0,0
589131337,0,0,0,0,0
589330226,0,0,0,0,0
589534098,0,0,0,0,0
589733062,0,0,0,0,0
589931910,0,0,0,0,0
590130883,0,0,0,0,0
590329825,0,0,0,0,0
590533669,0,0,0,0,0
590732569,0,0,0,0,0
590931516,0,0,0,0,0
591135348,0,0,0,0,0
591334292,0,0,0,0,0
591533166,0,0,0,0,0
591732083,0,0,0,0,0
591931031,0,0,0,0,0
592134965,0,0,0,0,0
592333748,0,0,0,0,0
592532734,0,0,0,0,0
592731626,0,0,0,0,0
592930551,0,0,0,0,0
593129548,0,0,0,0,0
593333301,0,0,0,0,0
593532222,0,0,0,0,0
593736153,0,0,0,0,0
593935080,0,0,0,0,0
594134033,0,0,0,0,0
594333008,0,0,0,0,0
594532033,0,0,0,0,0
594730945,0,0,0,0,0
594934777,0,0,0,0,0
595133812,0,0,0,0,0
595332789,0,0,0,0,0
595531740,0,0,0,0,0
595730813,0,0,0,0,0
595929124,0,0,0,0,0
596133561,0,0,0,0,0
596331927,0,0,0,0,0
596530854,0,0,0,0,0
596734710,0,0,0,0,0
596933672,0,0,0,0,0
597132581,0,0,0,0,0
597331527,0,0,0,0,0
597530430,0,0,0,0,0
597734261,0,0,0,0,0
597933209,0,0,0,0,0
598132116,0,0,0,0,0
598331018,0,0,0,0,0
598529892,0,0,0,0,0
598733826,0,0,0,0,0
598932660,0,0,0,0,0
599136692,0,0,0,0,0
599335548,0,0,0,0,0
599534479,0,0,0,0,0
599733332,0,0,0,0,0
599932266,0,0,0,0,0
600131232,0,0,0,0,0
600330087,0,0,0,0,0
600534022,0,0,0,0,0
600732939,0,0,0,0,0
600931808,0,0,0,0,0
601130661,0,0,0,0,0
601334572,0,0,0,0,0
601533550,0,0,0,0,0
601732419,0,0,0,0,0
601936344,0,0,0,0,0
602135172,0,0,0,0,0
602334137,0,0,0,0,0
602533050,0,0,0,0,0
602731919,0,0,0,0,0
602930806,0,0,0,0,0
603129779,0,0,0,0,0
603333685,0,0,0,0,0
603532573,0,0,0,0,0
603731408,0,0,0,0,0
603930323,0,0,0,0,0
604134333,0,0,0,0,0
604333169,0,0,0,0,0
604532082,0,0,0,0,0
604736017,0,0,0,0,0
604934869,0,0,0,0,0
605133805,0,0,0,0,0
605332843,0,0,0,0,0
605531694,0,0,0,0,0
605730707,0,0,0,0,0
605929782,0,0,0,0,0
606133556,0,0,0,0,0
606332599,0,0,0,0,0
606531504,0,0,0,0,0
606730549,0,0,0,0,0
606934337,0,0,0,0,0
607133327,0,0,0,0,0
607332363,0,0,0,0,0
607536126,0,0,0,0,0
607735160,0,0,0,0,0
607933517,0,0,0,0,0
608132374,0,0,0,0,0
608331313,0,0,0,0,0
608530236,0,0,0,0,0
608729152,0,0,0,0,0
608933017,0,0,0,0,0
609131907,0,0,0,0,0
609330816,0,0,0,0,0
609534723,0,0,0,0,0
609733671,0,0,0,0,0
609932553,0,0,0,0,0
610131439,0,0,0,0,0
610335322,0,0,0,0,0
610534317,0,0,0,0,0
610733231,0,0,0,0,0
610932136,0,0,0,0,0
611131019,0,0,0,0,0
611329945,0,0,0,0,0
611528839,0,0,0,0,0
611732697,0,0,0,0,0
611931638,0,0,0,0,0
612135474,0,0,0,0,0
612334441,0,0,0,0,0
612533289,0,0,0,0,0
612732206,0,0,0,0,0
612931184,0,0,0,0,0
613135073,0,0,0,0,0
613333971,0,0,0,0,0
613532932,0,0,0,0,0
613731782,0,0,0,0,0
613930689,0,0,0,0,0
614129557,0,0,0,0,0
614333448,0,0,0,0,0
614532367,0,0,0,0,0
614731310,0,0,0,0,0
614935146,0,0,0,0,0
615134172,0,0,0,0,0
615333051,0,0,0,0,0
615531948,0,0,0,0,0
615730845,0,0,0,0,0
615934689,0,0,0,0,0
616133600,0,0,0,0,0
616332528,0,0,0,0,0
616531576,0,0,0,0,0
616730533,0,0,0,0,0
616929446,0,0,0,0,0
617133300,0,0,0,0,0
617332357,0,0,0,0,0
617531271,0,0,0,0,0
617735142,0,0,0,0,0
617934121,0,0,0,0,0
618133101,0,0,0,0,0
618332049,0,0,0,0,0
618531094,0,0,0,0,0
618734916,0,0,0,0,0
618933927,0,0,0,0,0
619132246,0,0,0,0,0
619331174,0,0,0,0,0
619530121,0,0,0,0,0
619733963,0,0,0,0,0
619932869,0,0,0,0,0
620131834,0,0,0,0,0
620335688,0,0,0,0,0
620534631,0,0,0,0,0
620733508,0,0,0,0,0
620932386,0,0,0,0,0
621131301,0,0,0,0,0
621330198,0,0,0,0,0
621534152,0,0,0,0,0
621732979,0,0,0,0,0
621931962,0,0,0,0,0
622130817,0,0,0,0,0
622329694,0,0,0,0,0
622533657,0,0,0,0,0
622732579,0,0,0,0,0
622936431,0,0,0,0,0
623135341,0,0,0,0,0
623334322,0,0,0,0,0
623533242,0,0,0,0,0
623732142,0,0,0,0,0
623931032,0,0,0,0,0
624129892,0,0,0,0,0
624333807,0,0,0,0,0
624532722,0,0,0,0,0
624731663,0,0,0,0,0
624930570,0,0,0,0,0
625134407,0,0,0,0,0
625333316,0,0,0,0,0
625532238,0,0,0,0,0
625736152,0,0,0,0,0
625935033,0,0,0,0,0
626134019,0,0,0,0,0
626332918,0,0,0,0,0
626531876,0,0,0,0,0
626730751,0,0,0,0,0
626929593,0,0,0,0,0
627133512,0,0,0,0,0
627332381,0,0,0,0,0
627531310,0,0,0,0,0
627735166,0,0,0,0,0
627934134,0,0,0,0,0
628133183,0,0,0,0,0
628332160,0,0,0,0,0
628535923,0,0,0,0,0
628734900,0,0,0,0,0
628933949,0,0,0,0,0
629132893,0,0,0,0,0
629331810,0,0,0,0,0
629530907,0,0,0,0,0
629729238,0,0,0,0,0
629933612,0,0,0,0,0
630132061,0,0,0,0,0
630331048,0,0,0,0,0
630529972,0,0,0,0,0
630733874,0,0,0,0,0
630932708,0,0,0,0,0
631131675,0,0,0,0,0
631330574,0,0,0,0,0
631534482,0,0,0,0,0
631733310,0,0,0,0,0
631932246,0,0,0,0,0
632131135,0,0,0,0,0
632330084,0,0,0,0,0
632528985,0,0,0,0,0
632732834,0,0,0,0,0
632931779,0,0,0,0,0
633130716,0,0,0,0,0
633334660,0,0,0,0,0
633533555,0,0,0,0,0
633732415,0,0,0,0,0
633931353,0,0,0,0,0
634135243,0,0,0,0,0
634334142,0,0,0,0,0
634532990,0,0,0,0,0
634731922,0,0,0,0,0
634930806,0,0,0,0,0
635129830,0,0,0,0,0
635328705,0,0,0,0,0
635532554,0,0,0,0,0
635731490,0,0,0,0,0
635935361,0,0,0,0,0
636134314,0,0,0,0,0
636333223,0,0,0,0,0
636532139,0,0,0,0,0
636731039,0,0,0,0,0
636934921,0,0,0,0,0
637133851,0,0,0,0,0
637332766,0,0,0,0,0
637531674,0,0,0,0,0
637730573,0,0,0,0,0
637929490,0,0,0,0,0
638133323,0,0,0,0,0
638332254,0,0,0,0,0
638531155,0,0,0,0,0
638735060,0,0,0,0,0
638934011,0,0,0,0,0
639132959,0,0,0,0,0
639331915,0,0,0,0,0
639530995,0,0,0,0,0
639734653,0,0,0,0,0
639933668,0,0,0,0,0
640132626,0,0,0,0,0
640331655,0,0,0,0,0
640530599,0,0,0,0,0
640729618,0,0,0,0,0
640933431,0,0,0,0,0
641132467,0,0,0,0,0
641330821,0,0,0,0,0
641535274,0,0,0,0,0
641733608,0,0,0,0,0
641932542,0,0,0,0,0
642131465,0,0,0,0,0
642330404,0,0,0,0,0
642534276,0,0,0,0,0
642733233,0,0,0,0,0
642932089,0,0,0,0,0
643131031,0,0,0,0,0
643329997,0,0,0,0,0
643533838,0,0,0,0,0
643732687,0,0,0,0,0
643936610,0,0,0,0,0
644135563,0,0,0,0,0
644334410,0,0,0,0,0
644533392,0,0,0,0,0
644732268,0,0,0,0,0
644931186,0,0,0,0,0
645130137,0,0,0,0,0
645333915,0,0,0,0,0
645532926,0,0,0,0,0
645731791,0,0,0,0,0
645930720,0,0,0,0,0
646134586,0,0,0,0,0
646333577,0,0,0,0,0
646532478,0,0,0,0,0
646736310,0,0,0,0,0
646935246,0,0,0,0,0
647134186,0,0,0,0,0
647333070,0,0,0,0,0
647532030,0,0,0,0,0
647730939,0,0,0,0,0
647929722,0,0,0,0,0
648133637,0,0,0,0,0
648332554,0,0,0,0,0
648531539,0,0,0,0,0
648730462,0,0,0,0,0
648934343,0,0,0,0,0
649133233,0,0,0,0,0
649332122,0,0,0,0,0
649535994,0,0,0,0,0
649734964,0,0,0,0,0
649933797,0,0,0,0,0
650132783,0,0,0,0,0
650331695,0,0,0,0,0
650530662,0,0,0,0,0
650729610,0,0,0,0,0
650933456,0,0,0,0,0
651132450,0,0,0,0,0
651331470,0,0,0,0,0
651535266,0,0,0,0,0
651734236,0,0,0,0,0
651933250,0,0,0,0,0
652132198,0,0,0,0,0
652336035,0,0,0,0,0
652535031,0,0,0,0,0
652734046,0,0,0,0,0
652932384,0,0,0,0,0
653131346,0,0,0,0,0
653330311,0,0,0,0,0
653529131,0,0,0,0,0
653733082,0,0,0,0,0
653931974,0,0,0,0,0
654130944,0,0,0,0,0
654334763,0,0,0,0,0
654533700,0,0,0,0,0
654732644,0,0,0,0,0
654931549,0,0,0,0,0
655130424,0,0,0,0,0
655334303,0,0,0,0,0
655533228,0,0,0,0,0
655732161,0,0,0,0,0
655931056,0,0,0,0,0
656129990,0,0,0,0,0
656328835,0,0,0,0,0
656532738,0,0,0,0,0
656731616,0,0,0,0,0
656935570,0,0,0,0,0
657134519,0,0,0,0,0
657333358,0,0,0,0,0
657532338,0,0,0,0,0
657731255,0,0,0,0,0
657935155,0,0,0,0,0
658133964,0,0,0,0,0
658332939,0,0,0,0,0
658531830,0,0,0,0,0
658730707,0,0,0,0,0
658929678,0,0,0,0,0
659133535,0,0,0,0,0
659332433,0,0,0,0,0
659531338,0,0,0,0,0
659735269,0,0,0,0,0
659934196,0,0,0,0,0
660133141,0,0,0,0,0
660331980,0,0,0,0,0
660530898,0,0,0,0,0
660734801,0,0,0,0,0
660933734,0,0,0,0,0
661132654,0,0,0,0,0
661331482,0,0,0,0,0
661530493,0,0,0,0,0
661729448,0,0,0,0,0
661933315,0,0,0,0,0
662132240,0,0,0,0,0
662336094,0,0,0,0,0
662535060,0,0,0,0,0
662734088,0,0,0,0,0
662933063,0,0,0,0,0
663132034,0,0,0,0,0
663331021,0,0,0,0,0
663534858,0,0,0,0,0
663733814,0,0,0,0,0
663932848,0,0,0,0,0
664131182,0,0,0,0,0
664330125,0,0,0,0,0
664534040,0,0,0,0,0
664732949,0,0,0,0,0
664931843,0,0,0,0,0
665135670,0,0,0,0,0
665334651,0,0,0,0,0
665533582,0,0,0,0,0
665732451,0,0,0,0,0
665931411,0,0,0,0,0
666130242,0,0,0,0,0
666334186,0,0,0,0,0
666533165,0,0,0,0,0
666731954,0,0,0,0,0
666930946,0,0,0,0,0
667129851,0,0,0,0,0
667333703,0,0,0,0,0
667532647,0,0,0,0,0
667736552,0,0,0,0,0
667935432,0,0,0,0,0
668134381,0,0,0,0,0
668333275,0,0,0,0,0
668532205,0,0,0,0,0
668731053,0,0,0,0,0
668929966,0,0,0,0,0
669133889,0,0,0,0,0
669332833,0,0,0,0,0
669531758,0,0,0,0,0
669730571,0,0,0,0,0
669934491,0,0,0,0,0
670133437,0,0,0,0,0
670332293,0,0,0,0,0
670536231,0,0,0,0,0
670735143,0,0,0,0,0
670933964,0,0,0,0,0
671132999,0,0,0,0,0
671331823,0,0,0,0,0
671530847,0,0,0,0,0
671729717,0,0,0,0,0
671933530,0,0,0,0,0
672132471,0,0,0,0,0
672331377,0,0,0,0,0
672530305,0,0,0,0,0
672734256,0,0,0,0,0
672933088,0,0,0,0,0
673132046,0,0,0,0,0
673335912,0,0,0,0,0
673534911,0,0,0,0,0
673733933,0,0,0,0,0
673932908,0,0,0,0,0
674131897,0,0,0,0,0
674330799,0,0,0,0,0
674529806,0,0,0,0,0
674733586,0,0,0,0,0
674932610,0,0,0,0,0
675131586,0,0,0,0,0
675335452,0,0,0,0,0
675534416,0,0,0,0,0
675732888,0,0,0,0,0
675931745,0,0,0,0,0
676135577,0,0,0,0,0
676334514,0,0,0,0,0
676533411,0,0,0,0,0
676732346,0,0,0,0,0
676931242,0,0,0,0,0
677130130,0,0,0,0,0
677329076,0,0,0,0,0
677532976,0,0,0,0,0
677731849,0,0,0,0,0
677930857,0,0,0,0,0
678134687,0,0,0,0,0
678333579,0,0,0,0,0
678532468,0,0,0,0,0
678731390,0,0,0,0,0
678930320,0,0,0,0,0
679134220,0,0,0,0,0
679333126,0,0,0,0,0
679532036,0,0,0,0,0
679730965,0,0,0,0,0
679929837,0,0,0,0,0
680128739,0,0,0,0,0
680332693,0,0,0,0,0
680531594,0,0,0,0,0
680735485,0,0,0,0,0
680934414,0,0,0,0,0
681133326,0,0,0,0,0
681332268,0,0,0,0,0
681531108,0,0,0,0,0
681735038,0,0,0,0,0
681933913,0,0,0,0,0
682132813,0,0,0,0,0
682331705,0,0,0,0,0
682530626,0,0,0,0,0
682729572,0,0,0,0,0
682933472,0,0,0,0,0
683132309,0,0,0,0,0
683331281,0,0,0,0,0
683535095,0,0,0,0,0
683734115,0,0,0,0,0
683933012,0,0,0,0,0
684131884,0,0,0,0,0
684330939,0,0,0,0,0
684534724,0,0,0,0,0
684733742,0,0,0,0,0
684932632,0,0,0,0,0
685131613,0,0,0,0,0
685330616,0,0,0,0,0
685529591,0,0,0,0,0
685733438,0,0,0,0,0
685932435,0,0,0,0,0
686131455,0,0,0,0,0
686335290,0,0,0,0,0
686534240,0,0,0,0,0
686733192,0,0,0,0,0
686934245,0,0,0,0,0
687130527,0,0,0,0,0
687334951,0,0,0,0,0
687533344,0,0,0,0,0
687732247,0,0,0,0,0
687931171,0,0,0,0,0
688130069,0,0,0,0,0
688333974,0,0,0,0,0
688532796,0,0,0,0,0
688731759,0,0,0,0,0
688935625,0,0,0,0,0
689134543,0,0,0,0,0
689333511,0,0,0,0,0
689532333,0,0,0,0,0
689731358,0,0,0,0,0
689930150,0,0,0,0,0
690134136,0,0,0,0,0
690333030,0,0,0,0,0
690531904,0,0,0,0,0
690730829,0,0,0,0,0
690929727,0,0,0,0,0
691133669,0,0,0,0,0
691332569,0,0,0,0,0
691536457,0,0,0,0,0
691735351,0,0,0,0,0
691934241,0,0,0,0,0
692133134,0,0,0,0,0
692332100,0,0,0,0,0
692531027,0,0,0,0,0
692729858,0,0,0,0,0
692933802,0,0,0,0,0
693132669,0,0,0,0,0
693331640,0,0,0,0,0
693530574,0,0,0,0,0
693734404,0,0,0,0,0
693933329,0,0,0,0,0
694132211,0,0,0,0,0
694336172,0,0,0,0,0
694535104,0,0,0,0,0
694733968,0,0,0,0,0
694932876,0,0,0,0,0
695131848,0,0,0,0,0
695330675,0,0,0,0,0
695529673,0,0,0,0,0
695733494,0,0,0,0,0
695932447,0,0,0,0,0
696131435,0,0,0,0,0
696330468,0,0,0,0,0
696534255,0,0,0,0,0
696733243,0,0,0,0,0
696932233,0,0,0,0,0
697136107,0,0,0,0,0
697335070,0,0,0,0,0
697534079,0,0,0,0,0
697733022,0,0,0,0,0
697931501,0,0,0,0,0
698130367,0,0,0,0,0
698329311,0,0,0,0,0
698533168,0,0,0,0,0
698732122,0,0,0,0,0
698931028,0,0,0,0,0
699134870,0,0,0,0,0
699333799,0,0,0,0,0
699532775,0,0,0,0,0
699731694,0,0,0,0,0
699935515,0,0,0,0,0
700134493,0,0,0,0,0
700333303,0,0,0,0,0
700532291,0,0,0,0,0
700731125,0,0,0,0,0
700930098,0,0,0,0,0
701129043,0,0,0,0,0
701332899,0,0,0,0,0
701531812,0,0,0,0,0
701730747,0,0,0,0,0
701934667,0,0,0,0,0
702133540,0,0,0,0,0
702332402,0,0,0,0,0
702531298,0,0,0,0,0
702735228,0,0,0,0,0
702934131,0,0,0,0,0
703133131,0,0,0,0,0
703331990,0,0,0,0,0
703530906,0,0,0,0,0
703729841,0,0,0,0,0
703933626,0,0,0,0,0
704132624,0,0,0,0,0
704331466,0,0,0,0,0
704535406,0,0,0,0,0
704734299,0,0,0,0,0
704933244,0,0,0,0,0
705132187,0,0,0,0,0
705331047,0,0,0,0,0
705535004,0,0,0,0,0
705733882,0,0,0,0,0
705932699,0,0,0,0,0
706131641,0,0,0,0,0
706330555,0,0,0,0,0
706529526,0,0,0,0,0
706733370,0,0,0,0,0
706932338,0,0,0,0,0
707136155,0,0,0,0,0
707335160,0,0,0,0,0
707534128,0,0,0,0,0
707733075,0,0,0,0,0
707932079,0,0,0,0,0
708131092,0,0,0,0,0
708334924,0,0,0,0,0
708533846,0,0,0,0,0
708732861,0,0,0,0,0
708931817,0,0,0,0,0
709130254,0,0,0,0,0
709329182,0,0,0,0,0
709533627,0,0,0,0,0
709732015,0,0,0,0,0
709930933,0,0,0,0,0
710134862,0,0,0,0,0
710333724,0,0,0,0,0
710532637,0,0,0,0,0
710731558,0,0,0,0,0
710930448,0,0,0,0,0
711134357,0,0,0,0,0
711333292,0,0,0,0,0
711532126,0,0,0,0,0
711731087,0,0,0,0,0
711930009,0,0,0,0,0
712133921,0,0,0,0,0
712332853,0,0,0,0,0
712531705,0,0,0,0,0
712735657,0,0,0,0,0
712934481,0,0,0,0,0
713133398,0,0,0,0,0
713332289,0,0,0,0,0
713531307,0,0,0,0,0
713730158,0,0,0,0,0
713934049,0,0,0,0,0
714132992,0,0,0,0,0
714331921,0,0,0,0,0
714530722,0,0,0,0,0
714729674,0,0,0,0,0
714933591,0,0,0,0,0
715132547,0,0,0,0,0
715336323,0,0,0,0,0
715535343,0,0,0,0,0
715734271,0,0,0,0,0
715933087,0,0,0,0,0
716132001,0,0,0,0,0
716330996,0,0,0,0,0
716529803,0,0,0,0,0
716733755,0,0,0,0,0
716932718,0,0,0,0,0
717131545,0,0,0,0,0
717330471,0,0,0,0,0
717534370,0,0,0,0,0
717733320,0,0,0,0,0
717932182,0,0,0,0,0
718136108,0,0,0,0,0
718335001,0,0,0,0,0
718534016,0,0,0,0,0
718732894,0,0,0,0,0
718931910,0,0,0,0,0
719130937,0,0,0,0,0
719329862,0,0,0,0,0
719533647,0,0,0,0,0
719732698,0,0,0,0,0
719931697,0,0,0,0,0
720127849,0,0,0,0,0
720334491,0,0,0,0,0
720532961,0,0,0,0,0
720731856,0,0,0,0,0
720936299,0,0,0,0,0
721134712,0,0,0,0,0
721333675,0,0,0,0,0
721532537,0,0,0,0,0
721731477,0,0,0,0,0
721930365,0,0,0,0,0
722129249,0,0,0,0,0
722333219,0,0,0,0,0
722532091,0,0,0,0,0
722731035,0,0,0,0,0
722934863,0,0,0,0,0
723133753,0,0,0,0,0
723332717,0,0,0,0,0
723531658,0,0,0,0,0
723735521,0,0,0,0,0
723934392,0,0,0,0,0
724133260,0,0,0,0,0
724332208,0,0,0,0,0
724531136,0,0,0,0,0
724730045,0,0,0,0,0
724928948,0,0,0,0,0
725132827,0,0,0,0,0
725331782,0,0,0,0,0
725535636,0,0,0,0,0
725734536,0,0,0,0,0
725933519,0,0,0,0,0
726132377,0,0,0,0,0
726331302,0,0,0,0,0
726530238,0,0,0,0,0
726734161,0,0,0,0,0
726932984,0,0,0,0,0
727131905,0,0,0,0,0
727330880,0,0,0,0,0
727529748,0,0,0,0,0
727733596,0,0,0,0,0
727932596,0,0,0,0,0
728131511,0,0,0,0,0
728335366,0,0,0,0,0
728534292,0,0,0,0,0
728733210,0,0,0,0,0
728932099,0,0,0,0,0
729130970,0,0,0,0,0
729334878,0,0,0,0,0
729533817,0,0,0,0,0
729732739,0,0,0,0,0
729931782,0,0,0,0,0
730130793,0,0,0,0,0
730329722,0,0,0,0,0
730533559,0,0,0,0,0
730732536,0,0,0,0,0
730931495,0,0,0,0,0
731135306,0,0,0,0,0
731334380,0,0,0,0,0
731533321,0,0,0,0,0
731732302,0,0,0,0,0
731931211,0,0,0,0,0
732135127,0,0,0,0,0
